Restaurant,Food Item,Serving Size,Calories,Calories from Fat,Total Fat,Saturated Fat,Trans Fat,Cholesterol,Sodium,Total Carbohydrates,Dietary Fiber,Sugars,Proteins,Vitamin A,Vitamin C,Calcium,Iron
Common Food,sun chips whole grain chips harvest cheddar,1 package ( 42g ),210,81,9,1,0,0,310,28,4,3,3,,,1.4,7.1
Common Food,sun dried tomatoes,1 piece ( 2g ),5.2,0,0.1,0,0,0,2.1,1.1,0.25,0.75,0.28,1.7,1.3,0.2,1.3
Common Food,sun drop,1 can ( 469.39g ),230,0,0,,,,70,61,,60,0,,,,
Common Food,sun flower seeds,1 cup ( 128g ),698.9,567,63.7,6.7,,0,7690.2,19.6,11.52,3.49,24.74,1.2,3,8.1,34.7
Common Food,sunbelle blackberries,1 cup ( 144g ),62,0,,0,,0,1,13.8,7.6,7.03,2,30,50,3.6,6.4
Common Food,sunbutter,2 tbsp ( 32g ),197.4,153,17.7,1.5,0.0086,0,105.9,7.5,1.82,3.37,5.53,1.7,1.4,1.9,9.4
Common Food,sunchips,1 oz ( 28.35g ),139.2,45,6,0.6,0.025,0,119.9,19.1,2.49,2.04,2.25,1.8,0,0.5,3.5
Common Food,sundae,1 sundae ( 165g ),378.7,162,18.7,10.4,0.0026,62.7,131.2,47.2,1.87,39.59,6.14,59.8,1.4,16.6,5
Common Food,sundried tomatoes,1 piece ( 2g ),5.2,0,0.1,0,0,0,2.1,1.1,0.25,0.75,0.28,1.7,1.3,0.2,1.3
Common Food,sundrop,1 can ( 469.39g ),230,0,0,,,,70,61,,60,0,,,,
Common Food,sunflower oil,1 tbsp ( 14g ),123.8,126,14,1.4,,0,0,0,0,0,0,0,0,0,0
Common Food,sunflower seed,1 cup ( 128g ),698.9,567,63.7,6.7,,0,7690.2,19.6,11.52,3.49,24.74,1.2,3,8.1,34.7
Common Food,sunflower seeds,1 cup ( 128g ),698.9,567,63.7,6.7,,0,7690.2,19.6,11.52,3.49,24.74,1.2,3,8.1,34.7
Common Food,sunkist soda orange,1 can ( 395.83g ),190,0,0,,,,70,52,,50,0,0,0,0,0
Common Food,sunny d,1 11.3 oz bottle ( 371.77g ),75.8,0,0,0,0,0,14.7,19.6,0,19.59,0,0,0,1,0.1
Common Food,sunny delight,1 11.3 oz bottle ( 371.77g ),75.8,0,0,0,0,0,14.7,19.6,0,19.59,0,0,0,1,0.1
Common Food,supreme pizza,1 slice ( 136g ),331.8,126,14.8,6,,36.7,801,34.5,2.99,5.07,14.99,42.8,0.2,14.8,18.1
Common Food,surimi,3 oz ( 85g ),80.8,0,0.4,0.2,0.0068,17,449.6,12.8,0.43,5.31,6.48,0,0,1,2.4
Common Food,sushi,1 roll (8 pieces) ( 211.07g ),348.5,162,18.8,2.8,0.0518,17.1,536.8,37.9,3.23,7.02,7.81,20.8,7.3,5.2,9.2
Common Food,sushi rice,0.5 cup ( 87g ),118.6,0,1,0.1,0.0215,0,144.8,24.7,0,3.06,1.78,0,0,0.1,1.1
Common Food,sushi roll,1 roll (8 pieces) ( 211.07g ),348.5,162,18.8,2.8,0.0518,17.1,536.8,37.9,3.23,7.02,7.81,20.8,7.3,5.2,9.2
Common Food,swai,1 fillet ( 143g ),205.9,90,10.3,2.3,0.0901,94.4,170.2,0,0,0,26.37,0.3,0,1.2,2.9
Common Food,swai fish,1 fillet ( 143g ),205.9,90,10.3,2.3,0.0901,94.4,170.2,0,0,0,26.37,0.3,0,1.2,2.9
Common Food,swedish fish,19 pieces ( 35.4g ),140.2,0,0,0,,0,15.6,35,0.04,20.88,0,0,0,0.1,1
Common Food,sweet and sour,2 Tbsp ( 35g ),52.5,0,0,0,,0,129.8,13.4,0.04,6.56,0.09,0.4,5.1,0.3,0.5
Common Food,sweet and sour chicken,1 order ( 706g ),1765,801,89.3,13.7,0.5436,190.6,1736.8,168.4,7.06,80.98,71.31,223.8,28.2,28.9,106.9
Common Food,sweet baby rays barbecue sauce,2 tbsp ( 37g ),70,0,0,0,0,0,290,18,0,16,0,0,6,0,0
Common Food,sweet bread,1 slice ( 63g ),231.2,63,7.3,1.4,0.6949,18.9,143.6,35.5,1.45,7.88,5.93,1.4,1.3,4.9,12.9
Common Food,sweet bun,"1 honeybun (5"" x 3-1/2"") ( 85g )",357.9,171,19.3,8,0.3868,25.5,268.6,40.7,1.79,19.34,5.22,2,1.7,7.8,14.5
Common Food,sweet chilli sauce,1 serving ( 19.57g ),35.8,0,0,0,0,0,4.2,8.8,0.01,8.43,0.02,0.6,1,0.1,0.1
Common Food,sweet corn,1 ear small ( 89g ),85.4,9,1.3,0.2,0,0,0.9,18.7,2.14,4.04,3.03,23.4,8.2,0.2,2.9
Common Food,sweet corn soup,1 bowl (2 cups) ( 501.2g ),244.5,54,6.5,0.6,0.0409,0,1409.8,47.4,5.04,12.16,5.79,369.4,46.5,4.4,11
Common Food,sweet green pepper,1 pepper ( 114g ),31.9,0,0.2,0,0,0,2.3,7.6,1.37,3.64,1.05,53.4,141.4,0.9,3.7
Common Food,sweet n low,1 serving 1 packet ( 1g ),3.6,0,0,0,,0,4.3,0.9,0,0.85,0.01,0,0,0,0
Common Food,sweet onion,1 onion ( 331g ),105.9,0,0.3,,0,0,26.5,25,2.98,16.62,2.65,0.3,26.5,6,6.1
Common Food,sweet peas,1 cup ( 160g ),134.4,0,0.3,0.1,0,0,4.8,25,8.8,9.49,8.58,128.2,37.9,3.9,17.6
Common Food,sweet pepper,1 pepper ( 114g ),31.9,0,0.2,0,0,0,2.3,7.6,1.37,3.64,1.05,53.4,141.4,0.9,3.7
Common Food,sweet peppers,1 pepper ( 114g ),31.9,0,0.2,0,0,0,2.3,7.6,1.37,5,1.05,335.3,324.9,0.9,3.7
Common Food,sweet potato,"1 medium (2"" dia, 5"" long, raw) ( 114g )",102.6,0,0.2,0.1,0,0,41,23.6,3.76,7.39,2.29,2190.9,37.2,3.9,5.6
Common Food,sweet potato baked,"1 medium (2"" dia, 5"" long, raw) ( 114g )",102.6,0,0.2,0.1,0,0,41,23.6,3.76,7.39,2.29,2190.9,37.2,3.9,5.6
Common Food,sweet potato chips,1 oz ( 28.35g ),150.8,81,9.2,0.8,0,0,9.9,16.1,2.49,2.5,0.83,671.2,0,1.5,4.3
Common Food,sweet potato french fries,10 fries ( 54g ),149.3,90,10.8,0.8,0.2412,0,104,12.4,1.65,3.14,0.83,161.4,3.4,1.7,1.5
Common Food,sweet potato fries,10 fries ( 54g ),149.3,90,10.8,0.8,0.2412,0,104,12.4,1.65,3.14,0.83,161.4,3.4,1.7,1.5
Common Food,sweet potatoes,"1 medium (2"" dia, 5"" long, raw) ( 114g )",102.6,0,0.2,0.1,0,0,41,23.6,3.76,7.39,2.29,2190.9,37.2,3.9,5.6
Common Food,sweet relish,1 tbsp ( 15g ),19.5,0,0.1,0,0,0,121.7,5.3,0.17,4.37,0.06,18.3,0.2,0,0.9
Common Food,sweet tea,1 cup ( 257.3g ),79.8,0,0,0,0,0,0.2,20.7,0,19.96,0,0,0,0,0.2
Common Food,sweet tea vodka,1 fl oz ( 26.96g ),68.5,0,0,0,0,0,0.3,4,0,3.99,0,0,0,0,0
Common Food,sweet vermouth,1 fl oz ( 29.5g ),47.2,0,0,0,0,0,2.7,4,0,2.3,0.06,0,0,0.2,0.5
Common Food,sweetn low,1 serving 1 packet ( 1g ),3.6,0,0,0,,0,4.3,0.9,0,0.85,0.01,0,0,0,0
Common Food,sweetarts,1 piece ( 1.62g ),6.3,0,0,0,,0,0,1.6,0,1.62,0,0,0,0,0
Common Food,sweetcorn,1 ear small ( 89g ),85.4,9,1.3,0.2,0,0,0.9,18.7,2.14,4.04,3.03,23.4,8.2,0.2,2.9
Common Food,sweetened condensed milk,1 fl oz ( 38.2g ),122.6,27,3.3,2.1,,13,48.5,20.8,0,20.78,3.02,10.2,1.7,9.9,0.5
Common Food,sweetener,1 packet ( 1g ),3.4,0,0,0,,0,0,0.9,0,0.8,0,0,0,0,0
Common Food,sweetgreen shredded cabbage,1 serving ( 25g ),10,0,0,0,0,0,5,2,1,1,0,,,,
Common Food,swiss,"1 cup, shredded ( 108g )",424.4,297,33.5,19.7,1.066,100.4,202,1.6,0,0,29.12,113.1,0,87.4,1
Common Food,swiss chard,"1 cup, chopped ( 175g )",35,0,0.1,0,0,0,313.2,7.2,3.68,1.93,3.29,1071.7,52.5,9.2,28.3
Common Food,swiss cheese,"1 cup, shredded ( 108g )",424.4,297,33.5,19.7,1.066,100.4,202,1.6,0,0,29.12,113.1,0,87.4,1
Common Food,swiss miss,1 cup ( 274.4g ),150.9,9,1.5,0.9,0.2854,0,200.3,31.7,1.37,24.78,2.52,0.3,0,5.2,3.3
Common Food,swiss miss cocoa,1 cup ( 274.4g ),150.9,9,1.5,0.9,0.2854,0,200.3,31.7,1.37,24.78,2.52,0.3,0,5.2,3.3
Common Food,swiss miss milk chocolate hot cocoa k cup,1 k-cup pack ( 15g ),60,18,2.5,2,0,0,170,11,1,5,1,0,0,1.8,5.1
Common Food,swordfish,1 piece ( 106g ),182.3,72,8.4,2,0.0594,82.7,102.8,0,0,0,24.86,13.7,0,0.6,3.4
Common Food,syrup,1 serving 1/4 cup ( 83g ),219.9,0,0.1,0,,0,50.6,57.8,0,34.86,0,0,0,0.4,0.4
Common Food,t bone steak,3 oz ( 85g ),245.7,153,17.3,7.1,1.0795,70.5,52.7,0,0,0,20.91,2.1,0,1.5,19.7
Common Food,tabasco,1 tsp ( 4.7g ),0.5,0,0,0,,0,124.2,0.1,0.01,0.06,0.02,0.8,5.9,0,0.2
Common Food,tabouli,1 cup ( 160g ),135.6,63,7.2,1,,0,1044.3,16.7,4.84,1.44,3.26,139.8,31.9,5.1,20.1
Common Food,taco,1 taco ( 102g ),210.1,81,9.9,4.2,0.4111,25.5,571.2,20.6,2.96,1.6,9.44,16.2,0.2,11.4,12.2
Common Food,taco bell bean burrito,1 Burrito ( 181.82g ),380,99,11,4,0,5,1060,55,9,3,14,20,4,18.2,32.1
Common Food,taco bell beefy fritos burrito,1 Burrito ( 240.44g ),440,162,18,4.5,0,20,1000,57,5,3,13,20,2,9.1,19.3
Common Food,taco bell beefy nacho loaded griller,1 Burrito ( 202.19g ),370,135,15,4,0,20,820,48,5,3,12,20,2,9.1,25.7
Common Food,taco bell chalupa supreme chicken,1 Chalupa ( 135.53g ),330,144,16,3.5,0,35,520,31,2,3,16,40,6,9.1,12.9
Common Food,taco bell cheesy fiesta potatoes,1 Order ( 137.7g ),230,108,12,2,0,5,520,28,2,2,3,20,0,3.6,5.1
Common Food,taco bell chipotle chicken loaded griller,1 Burrito ( 189.94g ),340,144,16,4.5,0,35,770,36,2,3,14,20,2,9.1,19.3
Common Food,taco bell crunch wrap,1 Crunchwrap ( 200.02g ),530,189,21,6,0,25,1200,71,6,6,16,50,6,18.2,32.1
Common Food,taco bell crunchy taco,1 Taco ( 74.24g ),170,81,9,3.5,0,25,310,13,3,1,8,30,0,5.5,5.1
Common Food,taco bell fiery doritos locos taco,1 Taco ( 74.24g ),170,81,9,3.5,0,25,370,13,3,1,8,30,0,5.5,7.7
Common Food,taco bell fresco soft taco shredded chicken,1 Taco ( 79.37g ),150,54,6,2,0,30,430,16,2,1,9,10,2,5.5,7.7
Common Food,taco bell loaded potato griller,1 Burrito ( 149.5g ),340,117,13,3,0,5,780,50,3,3,8,20,2,13.6,19.3
Common Food,taco bell loaded taco burrito,1 Burrito ( 240.17g ),550,261,29,9,0.5,50,1130,52,7,4,20,75,6,18.2,32.1
Common Food,taco bell mexican pizza,1 Order ( 317.84g ),540,270,30,8,0.5,40,990,49,7,3,20,50,4,27.3,25.7
Common Food,taco bell nacho cheese doritos locos taco,1 Taco ( 69.87g ),160,81,9,3.5,0,25,360,13,3,1,8,30,0,5.5,7.7
Common Food,taco bell nachos bellgrande,1 Order ( 342.47g ),750,342,38,6,0,25,1310,85,13,5,19,50,4,13.6,25.7
Common Food,taco bell naked chicken chalupa,1 Chalupa ( 180.71g ),440,270,30,7,0,70,1090,22,3,1,20,30,4,5.5,0
Common Food,taco bell quesadilla cheese,1 Quesadilla ( 125g ),460,234,26,11,0.5,50,980,37,4,3,19,50,2,40.9,19.3
Common Food,taco bell quesadilla chicken,1 Quesadilla ( 235.57g ),510,252,28,12,0.5,75,1210,38,4,3,27,50,2,40.9,19.3
Common Food,taco bell quesadilla steak,1 Quesadilla ( 211.26g ),510,252,28,12,0.5,70,1220,38,4,3,27,50,2,45.5,25.7
Common Food,taco bell quesarito beef,1 Quesarito ( 355.19g ),650,297,33,12,0.5,60,1390,68,5,5,21,75,2,31.8,32.1
Common Food,taco bell shredded chicken burrito,1 Burrito ( 234.64g ),420,180,20,5,0,45,890,47,3,2,14,10,2,13.6,19.3
Common Food,taco bell shredded chicken mini quesadilla,1 Mini Quesadilla ( 92.38g ),200,90,10,3.5,0,40,490,15,1,1,10,10,0,9.1,7.7
Common Food,taco bell soft taco beef,1 Taco ( 87.38g ),180,81,9,4,0,25,500,18,3,1,9,30,2,9.1,12.9
Common Food,taco bell soft taco chicken,1 Taco ( 89.95g ),170,72,8,3,0,40,450,16,1,1,10,20,2,9.1,7.7
Common Food,taco bell soft taco supreme beef,1 Taco ( 101.94g ),210,90,10,4.5,0,30,520,20,3,2,10,50,4,9.1,12.9
Common Food,taco bell spicy potato soft taco,1 Taco ( 121.01g ),230,108,12,3,0,10,460,27,2,1,5,20,2,9.1,10.3
Common Food,taco bell taco,1 each taco ( 69g ),158,72,8.8,3,0.3222,19.3,273.9,13.7,2.69,0.62,6.11,5.3,0.5,5.6,5.9
Common Food,taco bell triple double crunchwrap original,1 Crunchwrap ( 264.18g ),700,270,30,9,0.5,45,1580,86,9,8,22,75,10,22.7,38.6
Common Food,taco cabana beef street tacos,3 tacos ( 275.4g ),460,225,25,6,1,55,930,40,4,1,22,,,,
Common Food,taco casserole,1 cup ( 164.35g ),327.6,162,18.1,7.7,0.384,50.2,827.9,22.5,3.89,2.08,18.95,48.8,7.5,22.2,18
Common Food,taco meat,1 cup ( 123g ),340.9,171,19.1,7.2,0.8305,98.2,1015.8,7.4,1.69,1.38,30.35,48.6,0,2.8,28.4
Common Food,taco salad,1 salad in tortilla bowl ( 553.29g ),870.5,414,46.9,16.3,1.0369,98.6,2134.7,78.1,19.17,5.39,38.77,1454.2,22.7,30.3,61.9
Common Food,taco sauce,1 tbsp ( 16g ),8,0,0,0,,0,130.1,2,0,1,0,10,0,0,0
Common Food,taco seasoning,2 tsp ( 5.7g ),18.4,0,0,0,0,0,410.6,3.3,0.76,0.62,0.26,21.3,0,0,2.9
Common Food,taco shell,"1 medium (approx 5"" dia) ( 13.3g )",63.3,18,2.9,0.9,0.0229,0,43.1,8.4,0.89,0.2,0.85,0.2,0,1.2,1.6
Common Food,taco shells,"1 medium (approx 5"" dia) ( 13.3g )",63.3,18,2.9,0.9,0.0229,0,43.1,8.4,0.89,0.2,0.85,0.2,0,1.2,1.6
Common Food,taco soup,1 cup ( 254g ),278.2,72,8.6,3,0.3229,38.2,585.5,33.2,7.16,8.64,19.56,64.8,42.2,5.7,25.7
Common Food,taco supreme,1 taco ( 111.72g ),189.5,99,11.6,4.5,0.4367,27.8,279.8,15.5,3.03,1.86,6.71,39.1,7.1,7.2,6.5
Common Food,tacos,1 taco ( 102g ),210.1,81,9.9,4.2,0.4111,25.5,571.2,20.6,2.96,1.6,9.44,16.2,0.2,11.4,12.2
Common Food,tacotime crisp taco ground beef,4 oz. ( 114.42g ),260,153,17,5,,35,460,12,2,1,14,30,4,13.6,10.3
Common Food,tacotime soft taco ground beef,7 oz. ( 203.88g ),420,144,16,7,,45,1020,43,9,2,23,30,6,18.2,38.6
Common Food,tacotime taco salad chicken,9.5 oz. ( 216.48g ),310,117,13,4,,50,680,22,2,3,25,40,10,13.6,10.3
Common Food,taffy,1 piece ( 15g ),59.5,0,0.5,0.3,0.0197,1.4,7.8,13.7,0,10.27,0,1.5,0,0.1,0
Common Food,tagliatelle,1 serving ( 128g ),167.7,9,1.3,0.2,,42.2,7.7,31.9,,,6.59,2.6,0,0.7,10.4
Common Food,tahini,1 tbsp ( 15g ),88.8,63,8,1.1,,0,5.2,3.2,0.71,,2.61,1,1.1,1.9,4.7
Common Food,takis,13 pieces ( 30g ),155.7,72,8.2,1.2,0.0555,0,207.3,18.2,1.53,0.78,2.21,3.4,0.2,3.7,2.5
Common Food,tamale,1 piece ( 142g ),247.1,108,12.8,3.8,0.0824,28.4,671.7,22.4,3.41,0.65,10.44,33.8,38.8,9.7,8.8
Common Food,tamales,1 piece ( 142g ),247.1,108,12.8,3.8,0.0824,28.4,671.7,22.4,3.41,0.65,10.44,33.8,38.8,9.7,8.8
Common Food,tangerine,"1 medium (2-1/2"" dia) ( 88g )",46.6,0,0.3,0,0,0,1.8,11.7,1.58,9.31,0.71,59.9,39.2,3,0.9
Common Food,tap water,1 serving 8 fl oz ( 237g ),0,0,0,0,0,0,9.5,0,0,0,0,0,0,0.6,0
Common Food,tapatio,1 tsp ( 5g ),0,0,0,,0,,110,0,,,0,,,,
Common Food,tapioca,1 cup ( 152g ),544.2,0,0,0,,0,1.5,134.8,1.37,5.09,0.29,0,0,2.8,17.2
Common Food,tapioca dry,1 cup ( 152g ),544.2,0,0,0,,0,1.5,134.8,1.37,5.09,0.29,0,0,2.8,17.2
Common Food,taquitos,1 taquito ( 42g ),119.9,45,5.3,1,0.0458,5,190.9,14.1,1.2,0.62,3.91,10.3,0,3.8,7.7
Common Food,target pork chops,1 chop ( 35g ),130,63,7,2.5,,50,190,1,,,16,,,1.8,2.6
Common Food,tartar sauce,2 tablespoons ( 30g ),63.3,45,5,1,,2.1,200.1,4,0.15,1.27,0.3,5,1.1,0.7,0.5
Common Food,tartare,1 cup ( 224g ),551.6,387,43.9,14.7,0.006,340.3,402.7,5.7,1.43,1.82,32.61,36.2,7.4,9.1,24.3
Common Food,tastykake,1 cake ( 42g ),157.1,36,4.8,1.7,0.6808,17.2,197.4,26.9,0.42,15.67,1.46,0.7,0.1,0.9,4.1
Common Food,tater tots,10 tots ( 84g ),161.3,63,7.6,1.4,,0,388.9,22.9,1.68,0.23,1.79,0.4,5.6,1.1,3.5
Common Food,tator tot casserole,1 cup ( 252g ),410.5,198,22.8,6.4,0.51,58.3,1014.2,31.4,2.58,2.58,20.73,3.6,9.5,4.4,19.2
Common Food,taylor farms sweet kale chopped salad,1 cup ( 100g ),200,126,14,2,0,0,170,14,3,9,5,,,3.4,7.1
Common Food,tea,6 fl oz ( 178g ),1.8,0,0,0,0,0,0,0.5,0,,0,0,0,0,0.1
Common Food,tea with milk,1 cup ( 243.2g ),61.8,27,3.2,1.9,0,9.9,42.5,5.2,0,4.99,3.12,16,0,10.2,0.3
Common Food,teami skinny tea,1 tsp brewed ( 5g ),10,0,0,,,,0,3,1,,0,40,,,
Common Food,teddy grahams graham snacks chocolate honey and cinnamon,1 pack ( 28g ),120,36,4,0.5,0,0,105,21,2,7,2,0,0,9.1,12.9
Common Food,tempeh,1 oz ( 28.35g ),55.3,27,3.2,1,0,,4,2.2,,,5.64,,,2.5,4.3
Common Food,tempura,1 serving ( 416.3g ),438.2,144,16.3,2,0.3542,213.3,1150.1,46.5,5.21,5.84,27.15,394.5,97.6,11.5,16.7
Common Food,tenderloin,3 oz ( 85g ),275.4,180,20.9,8.3,,72.2,48.5,0,0,0,20.32,0,0,0.7,18.9
Common Food,tenders,1 piece ( 37g ),111.7,54,6.2,1.1,0.0492,17,296,7.1,0.33,0.09,6.99,1.6,,0.6,2
Common Food,tequila,1 shot ( 42g ),97,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.1
Common Food,teriyaki,1 tbsp ( 18g ),16,0,0,0,0,0,689.9,2.8,0.02,2.54,1.07,0,0,0.4,2.2
Common Food,teriyaki beef,1 cup ( 244g ),524.9,135,15.9,5,0,124,1966.6,36.2,1.14,29.4,47.11,0.1,0,7.1,37.7
Common Food,teriyaki chicken,4 oz ( 113.4g ),173.9,54,6.2,1.7,0,70.2,829.4,3.1,0.02,2.79,24.58,3.8,0,1.5,10.5
Common Food,teriyaki sauce,1 tbsp ( 18g ),16,0,0,0,0,0,689.9,2.8,0.02,2.54,1.07,0,0,0.4,2.2
Common Food,terra vegetable chips original,1 oz ( 28g ),150,81,9,0.5,0,0,115,16,3,2,1,,,2.1,2.9
Common Food,terrys chocolate orange,5 pieces ( 44g ),235.4,117,13.1,8.1,,10.1,34.8,26.1,1.5,22.66,3.37,8.6,0,7.6,7.4
Common Food,tesco buns hot cross,1 bun ( 70g ),198,27,3.3,0.7,,,0.3,35.8,2.4,14.9,5.2,,,,
Common Food,texas pete,1 tsp ( 4g ),0,0,0,,0,,100,1,,,0,10,2,,
Common Food,texas toast,1 slice ( 35g ),122.5,45,5.8,1.9,0.084,0,190.4,14.6,0.88,1.29,2.93,1.5,0.1,0.9,7.6
Common Food,the bakery chocolate cake,1 slice ( 78g ),290,108,12,4,0,20,240,44,1,34,2,0,0,1.8,12.9
Common Food,the bakery glazed donuts,1 donut ( 57g ),220,108,12,5,0,0,190,25,0.5,10,3,0,2,13.6,7.7
Common Food,the chop house sauteed onions,1 Serving ( 29.39g ),35,18,2,0,0,0,20,4,1,2,0,,,,
Common Food,the counter coffee,6 oz. ( 500g ),5,0,0,0,0,,0,0,0,,0,,,,
Common Food,the fishin company tilapia fillets,4 oz raw ( 113g ),90,18,2.5,0.5,0,45,390,0,0,0,17,0,0,0,0
Common Food,the hershey company miniature reeses cups,5 pieces ( 44g ),230,126,14,5,0,2.5,100,24,2,22,5,0,0,3.6,7.7
Common Food,the laughing cow,2 portions ( 33g ),70,54,6,3.5,0.2,15,310,2,0,1,3,30,0,9.1,0
Common Food,the laughing cow creamy spicy pepper jack spreadable cheese,1 wedge ( 21g ),30,9,1.5,1,0,5,170,1,0,1,3,,,5.5,0
Common Food,the real bread company ezekiel bread,1 slice ( 45g ),140,27,3.5,0,0,0,170,22,4,5,5,0,0,1.8,10.3
Common Food,thin bagel,1 thin bagel ( 42g ),110.9,0,0.6,0.1,0.0088,0,177.2,22,0.67,3.54,4.44,0,0,8.4,10.7
Common Food,thin crust pizza,1 slice ( 76g ),229.5,90,10.6,4.7,0.269,21.3,563.9,23.7,1.9,2.74,9.77,28.6,3.8,19.9,9.3
Common Food,thinkthin high protein bar brownie crunch,1 bar ( 60g ),230,72,8,3,0,0,210,23,1,0,20,0,0,9.1,12.9
Common Food,thinkthin lean protein and fiber bar salted caramel,1 bar ( 40g ),150,36,4.5,1.5,0,0,220,20,5,5,10,50,10,3.6,7.7
Common Food,thomas bagel,1 medium bagel ( 105g ),277.2,9,1.4,0.4,0.0221,0,443.1,55,1.68,8.85,11.09,0,0,20.9,26.8
Common Food,thomas bagel thin,1 bagel ( 46g ),110,9,1,0,0,0,210,25,4,2,4,,,5.6,8.6
Common Food,thomas bagel thins,1 bagel ( 46g ),110,9,1,0,0,0,210,25,4,2,4,,,5.6,8.6
Common Food,thomas blueberry muffins,1 muffin ( 61g ),160,9,1.5,0,0,0,230,31,1,4,5,,,3.1,10.7
Common Food,thomas double protein oatmeal english muffins,1 muffin ( 61g ),150,9,1,0,0,0,210,26,1,2,7,0,0,7.3,10.3
Common Food,thomas english muffin,1 muffin ( 57g ),130,9,1,0,0,0,210,24,0.5,0.5,4,0,0,7.3,10.3
Common Food,thomas english muffin crooks and nannies,1 muffin ( 57g ),130,9,1,0,0,0,210,24,0.5,0.5,4,0,0,7.3,10.3
Common Food,thomas everything bagels,1 bagel ( 95g ),290,27,3.5,1,0,0,410,53,2,6,9,,,1.4,21.4
Common Food,thomas mini bagels plain,2 bagels ( 86g ),250,9,1.5,0,0,0,440,50,2,5,8,,,5.6,19.3
Common Food,thomas plain bagel,1 bagel ( 95g ),270,9,1.5,0.5,0,0,450,53,2,6,9,,,0.7,20.7
Common Food,thomas whole grain english muffins,1 muffin ( 57g ),120,9,1,0.5,0,0,230,23,3,0.5,5,,,6.3,10.7
Common Food,thorn apple valley turkey ham,1 slice ( 33g ),35,9,1.5,0,0,25,230,1,0,1,5,0,0,0,2.6
Common Food,thousand island,1 serving (2 tbsp) ( 30g ),113.7,90,10.5,1.5,,7.8,288.6,4.4,0.24,4.55,0.33,6.4,0,0.5,2.5
Common Food,thousand island dressing,1 serving (2 tbsp) ( 30g ),113.7,90,10.5,1.5,,7.8,288.6,4.4,0.24,4.55,0.33,6.4,0,0.5,2.5
Common Food,3 bean salad,1 cup ( 147.82g ),184.9,63,7.8,0.7,0.1872,0,242.1,26.6,3.69,18.31,3.43,13,10,4.7,9.7
Common Food,thrive by medifast lifestyle mix,1 packet ( 35g ),110,18,2,,,,,9,5,2,15,250,40,36.4,
Common Food,tic tac,1 mint ( 0.5g ),2,0,0,0,,0,0.2,0.5,0,0.31,0,0,0,0,0
Common Food,tijuana flats fish tacos,1 taco ( 55.69g ),110,36,4,1,0,40,310,9,2,5,12,75,35,3.6,7.7
Common Food,tilapia,1 medium fillet (6 oz) ( 170g ),217.6,36,4.5,1.6,,96.9,95.2,0,0,0,44.46,0,0,2.2,8.4
Common Food,tilapia filet,1 medium fillet (6 oz) ( 170g ),217.6,36,4.5,1.6,,96.9,95.2,0,0,0,44.46,0,0,2.2,8.4
Common Food,tillamook cheese medium cheddar,1 tbsp ( 28g ),130,126,14,2,0,,0,0,,,0,,,,
Common Food,tillamook medium cheddar cheese sliced,1 slice ( 21g ),90,63,7,4.5,0,25,150,1,0,0,5,,,9.1,0
Common Food,tillamook shredded cheese sharp cheddar,0.25 cup ( 28g ),120,90,10,6,0,30,200,1,0,0,6,,,11.9,0
Common Food,tim hortons coffee,1 cup (8 fl oz) ( 237g ),2.4,0,0.1,0,0,0,4.7,0,0,0,0.28,0,0,0.4,0.2
Common Food,tim hortons coffee double double,1 large ( 616.2g ),265.9,153,17.3,9.2,0.5625,53.1,75.1,25.5,0,26.26,3.27,59,1.2,8.4,0.8
Common Food,tim hortons french vanilla cappuccino,6 fl oz ( 35g ),150,36,4.5,4,0,0,150,25,0,20,3,0,0,7.3,0
Common Food,tim hortons turkey bacon club sandwich,250 g ( 250g ),510,243,27,9,0,80,1650,36,2,2,28,40,25,22.7,25.7
Common Food,tiramisu,1 piece ( 174g ),572,396,44.4,25.4,0.4519,306.6,300.4,35.1,0.33,20.65,8.29,176.7,0.7,10.8,10.7
Common Food,titos handmade vodka,1 fl oz ( 27.8g ),64,0,0,0,,0,0,0,0,0,0,0,0,0,0
Common Food,toast,1 slice ( 22g ),63.8,0,0.9,0.2,,0.2,118.1,12,0.64,1.36,1.98,0,0,2.4,5.2
Common Food,toast and jelly,1 slice ( 48.35g ),131,0,1,0.2,0.0077,0,145.3,27.8,0.99,11.31,2.58,0,2.9,4.1,8
Common Food,toast and peanut butter,1 piece ( 66.71g ),255.3,117,13.4,2.6,0.0115,0,323.5,26.8,2.53,3.98,9.07,0,0,6.8,14.7
Common Food,toast with butter,1 piece ( 33.73g ),111,36,4.8,2.6,0.1629,10.2,172.5,14.3,0.78,1.65,2.61,11.8,0,3.9,7.5
Common Food,toasted sesame seeds,1 oz ( 28.35g ),160.2,117,13.6,1.9,,0,3.1,7.3,3.97,,4.81,0.3,0,25.5,29.9
Common Food,toasted wheat bagel,1 bagel ( 98g ),245,9,1.5,0,0,0,430.2,47.9,4.02,6,10,0,0,1.8,19.3
Common Food,toasted whole wheat bagel,1 bagel ( 98g ),245,9,1.5,0,0,0,430.2,47.9,4.02,6,10,0,0,1.8,19.3
Common Food,toaster pastries,1 pastry ( 54g ),209.5,45,5.4,1.9,0.0151,0,180.4,38,0.54,14.11,2.27,36.7,0,0.8,21.3
